evidence_id,doc_id,page,excerpt
E-0373,D-0178,14,Corporate registry extract confirms directorship details.
E-0374,D-0178,5,Onboarding questionnaire records elevated jurisdiction exposure.
E-0375,D-0178,10,Onboarding questionnaire records elevated jurisdiction exposure.
E-0376,D-0179,6,Source-of-funds declaration has been received and indexed.
E-0377,D-0179,17,Screening result requires a secondary analyst assessment.
E-0378,D-0179,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0379,D-0180,15,Beneficial owner identity confirmed against a synthetic registry extract.
E-0380,D-0181,8,Source-of-funds declaration has been received and indexed.
E-0381,D-0181,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0382,D-0182,16,Source-of-funds declaration has been received and indexed.
E-0383,D-0182,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0384,D-0183,6,Screening result requires a secondary analyst assessment.
E-0385,D-0184,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0386,D-0184,11,Transaction narrative indicates cross-border activity requiring review.
E-0387,D-0185,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0388,D-0186,12,Beneficial owner identity confirmed against a synthetic registry extract.
E-0389,D-0186,5,Transaction narrative indicates cross-border activity requiring review.
E-0390,D-0186,15,Corporate registry extract confirms directorship details.
E-0391,D-0187,17,Corporate registry extract confirms directorship details.
E-0392,D-0188,10,Source-of-funds declaration has been received and indexed.
E-0393,D-0188,8,Source-of-funds declaration has been received and indexed.
E-0394,D-0189,17,Screening result requires a secondary analyst assessment.
E-0395,D-0190,14,Corporate registry extract confirms directorship details.
E-0396,D-0190,15,Source-of-funds declaration has been received and indexed.
E-0397,D-0191,10,Source-of-funds declaration has been received and indexed.
E-0398,D-0191,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0399,D-0191,7,Source-of-funds declaration has been received and indexed.
E-0400,D-0192,3,Corporate registry extract confirms directorship details.
E-0401,D-0192,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0402,D-0192,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0403,D-0193,18,Transaction narrative indicates cross-border activity requiring review.
E-0404,D-0193,3,Source-of-funds declaration has been received and indexed.
E-0405,D-0194,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0406,D-0194,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0407,D-0194,1,Screening result requires a secondary analyst assessment.
E-0408,D-0195,16,Transaction narrative indicates cross-border activity requiring review.
E-0409,D-0195,11,Transaction narrative indicates cross-border activity requiring review.
E-0410,D-0196,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0411,D-0196,1,Transaction narrative indicates cross-border activity requiring review.
E-0412,D-0197,6,Screening result requires a secondary analyst assessment.
E-0413,D-0197,15,Transaction narrative indicates cross-border activity requiring review.
E-0414,D-0197,9,Screening result requires a secondary analyst assessment.
E-0415,D-0198,4,Screening result requires a secondary analyst assessment.
E-0416,D-0198,14,Screening result requires a secondary analyst assessment.
E-0417,D-0199,12,Beneficial owner identity confirmed against a synthetic registry extract.
E-0418,D-0199,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0419,D-0199,2,Corporate registry extract confirms directorship details.
E-0420,D-0200,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0421,D-0201,11,Screening result requires a secondary analyst assessment.
E-0422,D-0202,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0423,D-0203,8,Transaction narrative indicates cross-border activity requiring review.
E-0424,D-0203,18,Corporate registry extract confirms directorship details.
E-0425,D-0203,5,Transaction narrative indicates cross-border activity requiring review.
E-0426,D-0204,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0427,D-0204,13,Screening result requires a secondary analyst assessment.
E-0428,D-0205,3,Screening result requires a secondary analyst assessment.
E-0429,D-0205,15,Screening result requires a secondary analyst assessment.
E-0430,D-0206,5,Source-of-funds declaration has been received and indexed.
E-0431,D-0206,1,Screening result requires a secondary analyst assessment.
E-0432,D-0207,4,Screening result requires a secondary analyst assessment.
E-0433,D-0207,17,Source-of-funds declaration has been received and indexed.
E-0434,D-0208,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0435,D-0208,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0436,D-0208,13,Transaction narrative indicates cross-border activity requiring review.
E-0437,D-0209,8,Corporate registry extract confirms directorship details.
E-0438,D-0209,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0439,D-0209,1,Transaction narrative indicates cross-border activity requiring review.
E-0440,D-0210,11,Source-of-funds declaration has been received and indexed.
E-0441,D-0210,16,Transaction narrative indicates cross-border activity requiring review.
E-0442,D-0210,7,Transaction narrative indicates cross-border activity requiring review.
E-0443,D-0211,9,Source-of-funds declaration has been received and indexed.
E-0444,D-0212,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0445,D-0212,13,Source-of-funds declaration has been received and indexed.
E-0446,D-0212,1,Corporate registry extract confirms directorship details.
E-0447,D-0213,1,Source-of-funds declaration has been received and indexed.
E-0448,D-0214,14,Source-of-funds declaration has been received and indexed.
E-0449,D-0214,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-0450,D-0215,10,Corporate registry extract confirms directorship details.
E-0451,D-0216,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0452,D-0216,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0453,D-0217,11,Onboarding questionnaire records elevated jurisdiction exposure.
E-0454,D-0217,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0455,D-0218,11,Corporate registry extract confirms directorship details.
E-0456,D-0218,14,Corporate registry extract confirms directorship details.
E-0457,D-0218,12,Screening result requires a secondary analyst assessment.
E-0458,D-0219,9,Corporate registry extract confirms directorship details.
E-0459,D-0219,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-0460,D-0219,8,Source-of-funds declaration has been received and indexed.
E-0461,D-0220,6,Source-of-funds declaration has been received and indexed.
E-0462,D-0220,3,Screening result requires a secondary analyst assessment.
E-0463,D-0221,8,Source-of-funds declaration has been received and indexed.
E-0464,D-0221,15,Corporate registry extract confirms directorship details.
E-0465,D-0222,16,Beneficial owner identity confirmed against a synthetic registry extract.
E-0466,D-0222,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0467,D-0223,11,Screening result requires a secondary analyst assessment.
E-0468,D-0223,15,Screening result requires a secondary analyst assessment.
E-0469,D-0223,4,Beneficial owner identity confirmed against a synthetic registry extract.
E-0470,D-0224,3,Transaction narrative indicates cross-border activity requiring review.
E-0471,D-0225,11,Corporate registry extract confirms directorship details.
E-0472,D-0226,5,Corporate registry extract confirms directorship details.
E-0473,D-0226,10,Source-of-funds declaration has been received and indexed.
E-0474,D-0226,18,Screening result requires a secondary analyst assessment.
E-0475,D-0227,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0476,D-0227,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0477,D-0228,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0478,D-0229,12,Corporate registry extract confirms directorship details.
E-0479,D-0229,4,Screening result requires a secondary analyst assessment.
E-0480,D-0229,3,Source-of-funds declaration has been received and indexed.
E-0481,D-0230,8,Source-of-funds declaration has been received and indexed.
E-0482,D-0231,12,Source-of-funds declaration has been received and indexed.
E-0483,D-0231,6,Screening result requires a secondary analyst assessment.
E-0484,D-0231,5,Source-of-funds declaration has been received and indexed.
E-0485,D-0232,7,Transaction narrative indicates cross-border activity requiring review.
E-0486,D-0232,15,Transaction narrative indicates cross-border activity requiring review.
E-0487,D-0232,9,Corporate registry extract confirms directorship details.
E-0488,D-0233,4,Transaction narrative indicates cross-border activity requiring review.
E-0489,D-0233,7,Corporate registry extract confirms directorship details.
E-0490,D-0233,10,Corporate registry extract confirms directorship details.
E-0491,D-0234,2,Source-of-funds declaration has been received and indexed.
E-0492,D-0234,14,Source-of-funds declaration has been received and indexed.
E-0493,D-0235,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0494,D-0235,7,Onboarding questionnaire records elevated jurisdiction exposure.
E-0495,D-0236,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0496,D-0236,14,Screening result requires a secondary analyst assessment.
E-0497,D-0236,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0498,D-0237,16,Screening result requires a secondary analyst assessment.
E-0499,D-0237,16,Corporate registry extract confirms directorship details.
E-0500,D-0238,1,Source-of-funds declaration has been received and indexed.
E-0501,D-0238,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0502,D-0238,11,Screening result requires a secondary analyst assessment.
E-0503,D-0239,2,Screening result requires a secondary analyst assessment.
E-0504,D-0239,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-0505,D-0240,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-0506,D-0240,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0507,D-0240,4,Source-of-funds declaration has been received and indexed.
E-0508,D-0241,7,Screening result requires a secondary analyst assessment.
E-0509,D-0241,14,Transaction narrative indicates cross-border activity requiring review.
E-0510,D-0242,2,Transaction narrative indicates cross-border activity requiring review.
E-0511,D-0243,9,Source-of-funds declaration has been received and indexed.
E-0512,D-0244,2,Beneficial owner identity confirmed against a synthetic registry extract.
E-0513,D-0244,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-0514,D-0245,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0515,D-0245,17,Screening result requires a secondary analyst assessment.
E-0516,D-0246,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0517,D-0247,5,Corporate registry extract confirms directorship details.
E-0518,D-0247,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0519,D-0247,12,Onboarding questionnaire records elevated jurisdiction exposure.
E-0520,D-0248,16,Source-of-funds declaration has been received and indexed.
E-0521,D-0248,8,Transaction narrative indicates cross-border activity requiring review.
E-0522,D-0249,17,Onboarding questionnaire records elevated jurisdiction exposure.
E-0523,D-0249,7,Source-of-funds declaration has been received and indexed.
E-0524,D-0250,5,Screening result requires a secondary analyst assessment.
E-0525,D-0250,11,Corporate registry extract confirms directorship details.
E-0526,D-0251,11,Transaction narrative indicates cross-border activity requiring review.
E-0527,D-0252,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0528,D-0252,5,Transaction narrative indicates cross-border activity requiring review.
E-0529,D-0253,15,Corporate registry extract confirms directorship details.
E-0530,D-0253,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0531,D-0253,16,Source-of-funds declaration has been received and indexed.
E-0532,D-0254,2,Beneficial owner identity confirmed against a synthetic registry extract.
E-0533,D-0254,15,Screening result requires a secondary analyst assessment.
E-0534,D-0254,1,Screening result requires a secondary analyst assessment.
E-0535,D-0255,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0536,D-0255,12,Transaction narrative indicates cross-border activity requiring review.
E-0537,D-0255,11,Screening result requires a secondary analyst assessment.
E-0538,D-0256,8,Source-of-funds declaration has been received and indexed.
E-0539,D-0257,1,Transaction narrative indicates cross-border activity requiring review.
E-0540,D-0258,14,Corporate registry extract confirms directorship details.
E-0541,D-0258,7,Source-of-funds declaration has been received and indexed.
E-0542,D-0258,12,Transaction narrative indicates cross-border activity requiring review.
E-0543,D-0259,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0544,D-0259,18,Screening result requires a secondary analyst assessment.
E-0545,D-0259,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-0546,D-0260,8,Screening result requires a secondary analyst assessment.
E-0547,D-0260,16,Screening result requires a secondary analyst assessment.
E-0548,D-0260,18,Onboarding questionnaire records elevated jurisdiction exposure.
E-0549,D-0261,7,Beneficial owner identity confirmed against a synthetic registry extract.
E-0550,D-0261,9,Corporate registry extract confirms directorship details.
E-0551,D-0261,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0552,D-0262,7,Corporate registry extract confirms directorship details.
E-0553,D-0263,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0554,D-0263,13,Corporate registry extract confirms directorship details.
E-0555,D-0263,8,Corporate registry extract confirms directorship details.
E-0556,D-0264,16,Beneficial owner identity confirmed against a synthetic registry extract.
E-0557,D-0264,8,Transaction narrative indicates cross-border activity requiring review.
E-0558,D-0265,10,Onboarding questionnaire records elevated jurisdiction exposure.
E-0559,D-0266,2,Corporate registry extract confirms directorship details.
E-0560,D-0266,2,Corporate registry extract confirms directorship details.
E-0561,D-0266,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-0562,D-0267,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0563,D-0267,13,Source-of-funds declaration has been received and indexed.
E-0564,D-0267,17,Onboarding questionnaire records elevated jurisdiction exposure.
E-0565,D-0268,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0566,D-0268,2,Source-of-funds declaration has been received and indexed.
E-0567,D-0269,16,Beneficial owner identity confirmed against a synthetic registry extract.
E-0568,D-0269,6,Transaction narrative indicates cross-border activity requiring review.
E-0569,D-0270,15,Source-of-funds declaration has been received and indexed.
E-0570,D-0271,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0571,D-0271,7,Transaction narrative indicates cross-border activity requiring review.
E-0572,D-0271,9,Screening result requires a secondary analyst assessment.
E-0573,D-0272,18,Transaction narrative indicates cross-border activity requiring review.
E-0574,D-0273,11,Onboarding questionnaire records elevated jurisdiction exposure.
E-0575,D-0273,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0576,D-0273,11,Transaction narrative indicates cross-border activity requiring review.
E-0577,D-0274,1,Screening result requires a secondary analyst assessment.
E-0578,D-0275,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0579,D-0275,13,Screening result requires a secondary analyst assessment.
E-0580,D-0276,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-0581,D-0276,9,Corporate registry extract confirms directorship details.
E-0582,D-0277,10,Beneficial owner identity confirmed against a synthetic registry extract.
E-0583,D-0277,11,Onboarding questionnaire records elevated jurisdiction exposure.
E-0584,D-0278,2,Transaction narrative indicates cross-border activity requiring review.
E-0585,D-0279,16,Source-of-funds declaration has been received and indexed.
E-0586,D-0279,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0587,D-0280,14,Transaction narrative indicates cross-border activity requiring review.
E-0588,D-0281,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0589,D-0282,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0590,D-0283,15,Transaction narrative indicates cross-border activity requiring review.
E-0591,D-0284,5,Source-of-funds declaration has been received and indexed.
E-0592,D-0285,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0593,D-0286,6,Corporate registry extract confirms directorship details.
E-0594,D-0286,10,Transaction narrative indicates cross-border activity requiring review.
E-0595,D-0286,14,Corporate registry extract confirms directorship details.
E-0596,D-0287,13,Transaction narrative indicates cross-border activity requiring review.
E-0597,D-0287,6,Corporate registry extract confirms directorship details.
E-0598,D-0287,9,Corporate registry extract confirms directorship details.
E-0599,D-0288,2,Beneficial owner identity confirmed against a synthetic registry extract.
E-0600,D-0288,3,Source-of-funds declaration has been received and indexed.
E-0601,D-0289,12,Screening result requires a secondary analyst assessment.
E-0602,D-0289,6,Screening result requires a secondary analyst assessment.
E-0603,D-0289,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0604,D-0290,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0605,D-0291,6,Screening result requires a secondary analyst assessment.
E-0606,D-0291,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0607,D-0291,11,Beneficial owner identity confirmed against a synthetic registry extract.
E-0608,D-0292,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0609,D-0293,17,Source-of-funds declaration has been received and indexed.
E-0610,D-0294,17,Screening result requires a secondary analyst assessment.
E-0611,D-0294,11,Beneficial owner identity confirmed against a synthetic registry extract.
E-0612,D-0295,7,Source-of-funds declaration has been received and indexed.
E-0613,D-0295,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0614,D-0296,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0615,D-0296,2,Beneficial owner identity confirmed against a synthetic registry extract.
E-0616,D-0297,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0617,D-0298,6,Onboarding questionnaire records elevated jurisdiction exposure.
E-0618,D-0298,13,Source-of-funds declaration has been received and indexed.
E-0619,D-0299,11,Screening result requires a secondary analyst assessment.
E-0620,D-0299,12,Source-of-funds declaration has been received and indexed.
E-0621,D-0299,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0622,D-0300,9,Screening result requires a secondary analyst assessment.
E-0623,D-0301,1,Corporate registry extract confirms directorship details.
E-0624,D-0301,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0625,D-0301,18,Source-of-funds declaration has been received and indexed.
E-0626,D-0302,13,Screening result requires a secondary analyst assessment.
E-0627,D-0302,13,Transaction narrative indicates cross-border activity requiring review.
E-0628,D-0302,9,Source-of-funds declaration has been received and indexed.
E-0629,D-0303,16,Transaction narrative indicates cross-border activity requiring review.
E-0630,D-0303,10,Screening result requires a secondary analyst assessment.
E-0631,D-0304,17,Screening result requires a secondary analyst assessment.
E-0632,D-0305,15,Source-of-funds declaration has been received and indexed.
E-0633,D-0305,5,Transaction narrative indicates cross-border activity requiring review.
E-0634,D-0305,15,Source-of-funds declaration has been received and indexed.
E-0635,D-0306,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0636,D-0306,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0637,D-0306,1,Source-of-funds declaration has been received and indexed.
E-0638,D-0307,8,Screening result requires a secondary analyst assessment.
E-0639,D-0307,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0640,D-0307,7,Source-of-funds declaration has been received and indexed.
E-0641,D-0308,16,Corporate registry extract confirms directorship details.
E-0642,D-0309,18,Beneficial owner identity confirmed against a synthetic registry extract.
E-0643,D-0309,11,Onboarding questionnaire records elevated jurisdiction exposure.
E-0644,D-0309,17,Transaction narrative indicates cross-border activity requiring review.
E-0645,D-0310,1,Corporate registry extract confirms directorship details.
E-0646,D-0310,14,Screening result requires a secondary analyst assessment.
E-0647,D-0310,12,Source-of-funds declaration has been received and indexed.
E-0648,D-0311,11,Corporate registry extract confirms directorship details.
E-0649,D-0311,9,Screening result requires a secondary analyst assessment.
E-0650,D-0312,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0651,D-0312,3,Transaction narrative indicates cross-border activity requiring review.
E-0652,D-0313,8,Screening result requires a secondary analyst assessment.
E-0653,D-0314,2,Screening result requires a secondary analyst assessment.
E-0654,D-0314,3,Corporate registry extract confirms directorship details.
E-0655,D-0315,15,Corporate registry extract confirms directorship details.
E-0656,D-0315,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0657,D-0315,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0658,D-0316,18,Transaction narrative indicates cross-border activity requiring review.
E-0659,D-0317,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0660,D-0317,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0661,D-0318,7,Corporate registry extract confirms directorship details.
E-0662,D-0318,5,Beneficial owner identity confirmed against a synthetic registry extract.
E-0663,D-0318,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0664,D-0319,16,Screening result requires a secondary analyst assessment.
E-0665,D-0319,13,Screening result requires a secondary analyst assessment.
E-0666,D-0320,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0667,D-0321,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0668,D-0321,10,Screening result requires a secondary analyst assessment.
E-0669,D-0322,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0670,D-0322,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0671,D-0322,3,Screening result requires a secondary analyst assessment.
E-0672,D-0323,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0673,D-0323,4,Corporate registry extract confirms directorship details.
E-0674,D-0324,18,Screening result requires a secondary analyst assessment.
E-0675,D-0325,14,Onboarding questionnaire records elevated jurisdiction exposure.
E-0676,D-0326,13,Transaction narrative indicates cross-border activity requiring review.
E-0677,D-0327,2,Transaction narrative indicates cross-border activity requiring review.
E-0678,D-0327,3,Transaction narrative indicates cross-border activity requiring review.
E-0679,D-0328,6,Source-of-funds declaration has been received and indexed.
E-0680,D-0328,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0681,D-0328,9,Screening result requires a secondary analyst assessment.
E-0682,D-0329,9,Source-of-funds declaration has been received and indexed.
E-0683,D-0329,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0684,D-0330,17,Beneficial owner identity confirmed against a synthetic registry extract.
E-0685,D-0330,8,Transaction narrative indicates cross-border activity requiring review.
E-0686,D-0330,2,Transaction narrative indicates cross-border activity requiring review.
E-0687,D-0331,17,Transaction narrative indicates cross-border activity requiring review.
E-0688,D-0331,13,Transaction narrative indicates cross-border activity requiring review.
E-0689,D-0331,10,Beneficial owner identity confirmed against a synthetic registry extract.
E-0690,D-0332,9,Source-of-funds declaration has been received and indexed.
E-0691,D-0332,16,Screening result requires a secondary analyst assessment.
E-0692,D-0332,17,Transaction narrative indicates cross-border activity requiring review.
E-0693,D-0333,5,Screening result requires a secondary analyst assessment.
E-0694,D-0333,8,Source-of-funds declaration has been received and indexed.
E-0695,D-0334,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0696,D-0334,7,Transaction narrative indicates cross-border activity requiring review.
E-0697,D-0335,2,Source-of-funds declaration has been received and indexed.
E-0698,D-0335,18,Source-of-funds declaration has been received and indexed.
E-0699,D-0336,1,Beneficial owner identity confirmed against a synthetic registry extract.
E-0700,D-0336,8,Corporate registry extract confirms directorship details.
E-0701,D-0336,10,Source-of-funds declaration has been received and indexed.
E-0702,D-0337,13,Beneficial owner identity confirmed against a synthetic registry extract.
E-0703,D-0337,6,Source-of-funds declaration has been received and indexed.
E-0704,D-0338,16,Onboarding questionnaire records elevated jurisdiction exposure.
E-0705,D-0338,2,Onboarding questionnaire records elevated jurisdiction exposure.
E-0706,D-0338,5,Corporate registry extract confirms directorship details.
E-0707,D-0339,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0708,D-0339,5,Transaction narrative indicates cross-border activity requiring review.
E-0709,D-0339,4,Corporate registry extract confirms directorship details.
E-0710,D-0340,8,Transaction narrative indicates cross-border activity requiring review.
E-0711,D-0341,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0712,D-0341,11,Transaction narrative indicates cross-border activity requiring review.
E-0713,D-0342,8,Screening result requires a secondary analyst assessment.
E-0714,D-0343,7,Source-of-funds declaration has been received and indexed.
E-0715,D-0343,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0716,D-0344,14,Transaction narrative indicates cross-border activity requiring review.
E-0717,D-0345,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0718,D-0345,10,Beneficial owner identity confirmed against a synthetic registry extract.
E-0719,D-0346,3,Corporate registry extract confirms directorship details.
E-0720,D-0346,11,Screening result requires a secondary analyst assessment.
E-0721,D-0346,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0722,D-0347,5,Corporate registry extract confirms directorship details.
E-0723,D-0348,15,Screening result requires a secondary analyst assessment.
E-0724,D-0348,12,Corporate registry extract confirms directorship details.
E-0725,D-0349,18,Transaction narrative indicates cross-border activity requiring review.
E-0726,D-0350,3,Transaction narrative indicates cross-border activity requiring review.
E-0727,D-0350,15,Transaction narrative indicates cross-border activity requiring review.
E-0728,D-0351,6,Beneficial owner identity confirmed against a synthetic registry extract.
E-0729,D-0352,14,Corporate registry extract confirms directorship details.
E-0730,D-0352,7,Source-of-funds declaration has been received and indexed.
E-0731,D-0353,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0732,D-0353,14,Transaction narrative indicates cross-border activity requiring review.
E-0733,D-0353,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0734,D-0354,17,Screening result requires a secondary analyst assessment.
E-0735,D-0354,6,Source-of-funds declaration has been received and indexed.
E-0736,D-0354,3,Source-of-funds declaration has been received and indexed.
E-0737,D-0355,7,Transaction narrative indicates cross-border activity requiring review.
E-0738,D-0356,14,Source-of-funds declaration has been received and indexed.
E-0739,D-0357,8,Transaction narrative indicates cross-border activity requiring review.
E-0740,D-0357,8,Source-of-funds declaration has been received and indexed.
E-0741,D-0357,4,Onboarding questionnaire records elevated jurisdiction exposure.
E-0742,D-0358,12,Corporate registry extract confirms directorship details.
E-0743,D-0359,3,Transaction narrative indicates cross-border activity requiring review.
E-0744,D-0359,4,Transaction narrative indicates cross-border activity requiring review.
E-0745,D-0359,1,Source-of-funds declaration has been received and indexed.
E-0746,D-0360,1,Corporate registry extract confirms directorship details.
E-0747,D-0360,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0748,D-0361,2,Source-of-funds declaration has been received and indexed.
E-0749,D-0361,16,Source-of-funds declaration has been received and indexed.
E-0750,D-0362,15,Onboarding questionnaire records elevated jurisdiction exposure.
E-0751,D-0362,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0752,D-0363,16,Source-of-funds declaration has been received and indexed.
E-0753,D-0364,8,Beneficial owner identity confirmed against a synthetic registry extract.
E-0754,D-0364,18,Source-of-funds declaration has been received and indexed.
E-0755,D-0365,3,Source-of-funds declaration has been received and indexed.
E-0756,D-0365,14,Beneficial owner identity confirmed against a synthetic registry extract.
E-0757,D-0365,14,Screening result requires a secondary analyst assessment.
E-0758,D-0366,4,Screening result requires a secondary analyst assessment.
E-0759,D-0367,8,Source-of-funds declaration has been received and indexed.
E-0760,D-0368,8,Onboarding questionnaire records elevated jurisdiction exposure.
E-0761,D-0369,3,Beneficial owner identity confirmed against a synthetic registry extract.
E-0762,D-0370,17,Onboarding questionnaire records elevated jurisdiction exposure.
E-0763,D-0371,11,Corporate registry extract confirms directorship details.
E-0764,D-0371,15,Screening result requires a secondary analyst assessment.
E-0765,D-0371,14,Source-of-funds declaration has been received and indexed.
E-0766,D-0372,17,Screening result requires a secondary analyst assessment.
E-0767,D-0372,14,Source-of-funds declaration has been received and indexed.
E-0768,D-0372,3,Onboarding questionnaire records elevated jurisdiction exposure.
E-0769,D-0373,9,Source-of-funds declaration has been received and indexed.
E-0770,D-0374,10,Source-of-funds declaration has been received and indexed.
E-0771,D-0374,9,Onboarding questionnaire records elevated jurisdiction exposure.
E-0772,D-0374,12,Beneficial owner identity confirmed against a synthetic registry extract.
E-0773,D-0375,12,Screening result requires a secondary analyst assessment.
E-0774,D-0375,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0775,D-0375,14,Source-of-funds declaration has been received and indexed.
E-0776,D-0376,3,Screening result requires a secondary analyst assessment.
E-0777,D-0376,12,Transaction narrative indicates cross-border activity requiring review.
E-0778,D-0376,17,Corporate registry extract confirms directorship details.
E-0779,D-0377,14,Source-of-funds declaration has been received and indexed.
E-0780,D-0378,7,Source-of-funds declaration has been received and indexed.
E-0781,D-0378,1,Onboarding questionnaire records elevated jurisdiction exposure.
E-0782,D-0378,10,Screening result requires a secondary analyst assessment.
E-0783,D-0379,18,Onboarding questionnaire records elevated jurisdiction exposure.
E-0784,D-0379,3,Transaction narrative indicates cross-border activity requiring review.
E-0785,D-0379,10,Transaction narrative indicates cross-border activity requiring review.
E-0786,D-0380,13,Onboarding questionnaire records elevated jurisdiction exposure.
E-0787,D-0380,10,Screening result requires a secondary analyst assessment.
E-0788,D-0381,11,Transaction narrative indicates cross-border activity requiring review.
E-0789,D-0382,11,Beneficial owner identity confirmed against a synthetic registry extract.
E-0790,D-0383,5,Screening result requires a secondary analyst assessment.
E-0791,D-0383,5,Onboarding questionnaire records elevated jurisdiction exposure.
E-0792,D-0383,7,Source-of-funds declaration has been received and indexed.
E-0793,D-0384,1,Transaction narrative indicates cross-border activity requiring review.
